Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,BalanceSalaryRatio,TenureByAge,CreditScoreGivenAge,HasCrCard,IsActiveMember,Gender
1,611,58,8,0.0,2,107665.68,0.0,0.13793103448275862,10.53448275862069,0,1,1
1,447,43,2,0.0,2,33879.26,0.0,0.046511627906976744,10.395348837209303,1,0,1
1,690,54,5,0.0,1,12847.61,0.0,0.09259259259259259,12.777777777777779,1,0,1
1,728,59,4,0.0,1,163365.85,0.0,0.06779661016949153,12.338983050847459,1,1,0
1,629,31,6,0.0,1,16447.6,0.0,0.1935483870967742,20.29032258064516,1,1,0
1,583,57,3,238387.56,1,147964.99,1.611107870855126,0.05263157894736842,10.228070175438596,0,1,0
1,632,44,3,133793.89,1,34607.14,3.866077636002282,0.06818181818181818,14.363636363636363,1,1,0
1,666,53,5,64646.7,1,128019.48,0.5049754927921907,0.09433962264150944,12.566037735849056,1,0,1
1,779,71,3,0.0,2,146895.36,0.0,0.04225352112676056,10.971830985915492,1,1,1
1,529,38,2,0.0,1,146388.85,0.0,0.05263157894736842,13.921052631578947,1,0,0
1,652,37,4,92208.54,1,197699.8,0.4664068451257917,0.10810810810810811,17.62162162162162,0,1,0
1,777,58,4,0.0,1,62449.07,0.0,0.06896551724137931,13.39655172413793,1,1,0
1,735,41,7,74135.85,1,11783.1,6.291710161163022,0.17073170731707318,17.926829268292682,1,1,1
1,628,31,6,175443.75,1,113167.17,1.5503060649126421,0.1935483870967742,20.258064516129032,1,0,0
1,722,47,2,88011.4,1,90655.94,0.9708288282047486,0.0425531914893617,15.361702127659575,1,1,0
1,757,57,3,89079.41,1,53179.21,1.6750796034766218,0.05263157894736842,13.280701754385966,1,1,1
1,713,33,6,94598.48,1,197519.66,0.4789319706200385,0.18181818181818182,21.606060606060606,0,0,1
1,682,42,0,0.0,1,91981.85,0.0,0.0,16.238095238095237,0,1,0
1,604,33,3,0.0,1,42171.13,0.0,0.09090909090909091,18.303030303030305,1,0,1
1,453,29,6,0.0,1,198376.02,0.0,0.20689655172413793,15.620689655172415,0,0,1
1,456,63,1,165350.61,2,140758.07,1.1747149559524366,0.015873015873015872,7.238095238095238,0,0,0
1,554,43,10,0.0,2,149629.13,0.0,0.23255813953488372,12.883720930232558,1,0,0
1,408,84,8,87873.39,1,188484.52,0.46621011635332177,0.09523809523809523,4.857142857142857,0,0,0
1,695,42,5,0.0,1,72172.13,0.0,0.11904761904761904,16.547619047619047,0,1,0
1,675,49,8,135133.39,1,179521.24,0.7527431851517961,0.16326530612244897,13.775510204081632,0,1,1
1,675,61,5,62055.17,3,166305.16,0.373140376402031,0.08196721311475409,11.065573770491802,1,0,0
1,528,36,1,156948.41,1,149912.28,1.0469349809101696,0.027777777777777776,14.666666666666666,1,1,0
1,590,60,6,147751.75,1,88206.04,1.6750751989319554,0.1,9.833333333333334,1,0,0
1,650,64,7,142028.36,1,32275.09,4.4005565902372386,0.109375,10.15625,1,0,0
1,817,44,8,0.0,1,65501.91,0.0,0.18181818181818182,18.568181818181817,0,0,1
1,847,51,5,97565.74,1,144184.06,0.6766749389634333,0.09803921568627451,16.607843137254903,0,0,1
1,695,50,8,0.0,1,126381.6,0.0,0.16,13.9,1,0,0
1,674,46,2,174701.05,1,90189.72,1.9370394985149082,0.043478260869565216,14.652173913043478,1,0,1
1,506,57,6,0.0,2,194421.12,0.0,0.10526315789473684,8.87719298245614,0,1,0
1,608,50,6,0.0,1,93568.77,0.0,0.12,12.16,1,0,1
1,750,47,7,121376.15,2,54473.6,2.228164652235211,0.14893617021276595,15.957446808510639,1,0,0
1,580,56,1,131368.3,1,106918.67,1.2286750293470727,0.017857142857142856,10.357142857142858,1,0,0
1,415,46,9,134950.19,3,178587.36,0.7556536476041754,0.1956521739130435,9.021739130434783,0,0,1
1,798,60,6,96956.1,1,31907.44,3.038667470658881,0.1,13.3,1,0,0
1,788,55,3,0.0,1,13288.46,0.0,0.05454545454545454,14.327272727272728,0,1,1
1,770,70,9,110738.89,1,22666.77,4.885516992496063,0.12857142857142856,11.0,1,0,0
1,545,47,8,105792.49,1,67830.2,1.5596664907371645,0.1702127659574468,11.595744680851064,0,1,1
1,750,37,6,0.0,1,117948.0,0.0,0.16216216216216217,20.27027027027027,1,1,0
1,699,43,3,80764.03,1,199378.58,0.4050787702470346,0.06976744186046512,16.25581395348837,1,0,0
1,534,42,9,144801.97,1,12483.39,11.59957111009109,0.21428571428571427,12.714285714285714,0,1,0
1,724,31,5,0.0,1,134889.95,0.0,0.16129032258064516,23.35483870967742,1,0,1
1,676,40,2,147803.48,1,95181.06,1.5528665051639476,0.05,16.9,1,0,0
1,576,52,9,170228.59,2,148477.57,1.1464936421036525,0.17307692307692307,11.076923076923077,0,0,0
1,742,60,4,0.0,1,13161.66,0.0,0.06666666666666667,12.366666666666667,1,1,0
1,608,33,4,0.0,1,79304.38,0.0,0.12121212121212122,18.424242424242426,1,0,0
1,707,49,10,0.0,1,82967.97,0.0,0.20408163265306123,14.428571428571429,1,0,0
1,850,62,1,124678.35,1,70916.0,1.7581131197473068,0.016129032258064516,13.709677419354838,1,0,0
1,781,27,7,186558.55,1,175071.29,1.0656147561373426,0.25925925925925924,28.925925925925927,1,1,0
1,722,46,6,0.0,1,93917.68,0.0,0.13043478260869565,15.695652173913043,1,1,1
1,514,38,4,112230.38,1,16717.11,6.713503709672306,0.10526315789473684,13.526315789473685,1,0,1
1,850,61,1,0.0,1,53067.83,0.0,0.01639344262295082,13.934426229508198,1,0,1
1,839,51,3,0.0,1,69101.23,0.0,0.058823529411764705,16.45098039215686,1,1,0
1,653,60,2,120731.39,4,138160.11,0.8738512874664041,0.03333333333333333,10.883333333333333,1,1,0
1,780,37,3,0.0,2,182156.81,0.0,0.08108108108108109,21.08108108108108,0,0,0
1,778,33,9,151772.63,2,180249.94,0.8420120972023625,0.2727272727272727,23.575757575757574,0,0,0
1,620,70,3,87926.24,2,33350.26,2.636448411496642,0.04285714285714286,8.857142857142858,1,0,0
1,685,50,6,94238.75,2,50664.07,1.8600706575685688,0.12,13.7,1,1,0
1,567,59,3,0.0,2,25843.7,0.0,0.05084745762711865,9.610169491525424,1,0,1
1,654,32,9,121455.65,1,190068.53,0.6390097824190043,0.28125,20.4375,1,0,1
1,807,47,9,167664.83,1,125440.11,1.336612587473018,0.19148936170212766,17.170212765957448,0,0,0
1,476,37,4,0.0,1,55775.84,0.0,0.10810810810810811,12.864864864864865,1,1,1
1,535,49,3,0.0,1,61820.41,0.0,0.061224489795918366,10.918367346938776,0,0,0
1,685,40,7,0.0,1,72852.74,0.0,0.175,17.125,1,0,0
1,614,46,4,0.0,1,74379.57,0.0,0.08695652173913043,13.347826086956522,1,0,1
1,626,44,2,0.0,1,173117.22,0.0,0.045454545454545456,14.227272727272727,0,1,0
1,639,60,5,162039.78,1,84361.72,1.920773782232036,0.08333333333333333,10.65,1,1,0
1,589,59,2,0.0,2,126160.24,0.0,0.03389830508474576,9.983050847457626,1,1,0
1,811,46,9,180226.24,1,13464.64,13.385151032630652,0.1956521739130435,17.630434782608695,1,0,1
1,551,42,2,139561.46,1,43435.43,3.213078816072501,0.047619047619047616,13.119047619047619,1,0,1
1,841,52,5,0.0,1,183239.71,0.0,0.09615384615384616,16.173076923076923,0,0,0
1,602,56,3,115895.22,3,4176.17,27.751557048683363,0.05357142857142857,10.75,1,0,0
1,559,45,8,24043.45,1,169781.45,0.14161411626535172,0.17777777777777778,12.422222222222222,0,1,1
1,672,50,1,0.0,1,12106.82,0.0,0.02,13.44,1,0,0
1,850,55,6,0.0,1,944.41,0.0,0.10909090909090909,15.454545454545455,1,0,1
1,601,40,3,92055.36,1,164652.02,0.5590903773910578,0.075,15.025,0,1,0
1,678,26,5,111128.04,1,60941.27,1.8235268152435944,0.19230769230769232,26.076923076923077,1,0,1
1,618,48,7,0.0,1,13921.82,0.0,0.14583333333333334,12.875,1,0,1
1,651,44,2,0.0,3,102530.35,0.0,0.045454545454545456,14.795454545454545,1,0,1
1,637,63,5,0.0,1,28092.77,0.0,0.07936507936507936,10.11111111111111,1,0,0
1,627,44,6,153548.12,1,35300.08,4.349795241257243,0.13636363636363635,14.25,0,0,1
1,515,58,2,131852.81,1,81436.68,1.619083808426375,0.034482758620689655,8.879310344827585,1,0,0
1,604,47,8,62094.71,3,9308.1,6.671040276748208,0.1702127659574468,12.851063829787234,0,0,0
1,682,55,9,0.0,1,153356.8,0.0,0.16363636363636364,12.4,1,0,1
1,789,53,1,158271.74,1,5036.39,31.425632248495447,0.018867924528301886,14.88679245283019,1,1,0
1,850,40,6,0.0,1,136985.08,0.0,0.15,21.25,1,0,1
1,768,26,5,51116.26,1,70454.79,0.7255185914257924,0.19230769230769232,29.53846153846154,1,1,0
1,587,40,2,0.0,4,106174.7,0.0,0.05,14.675,0,1,1
1,536,35,8,0.0,1,171840.24,0.0,0.22857142857142856,15.314285714285715,1,0,0
1,753,46,8,0.0,3,90747.94,0.0,0.17391304347826086,16.369565217391305,1,0,1
1,692,31,2,0.0,2,91829.17,0.0,0.06451612903225806,22.322580645161292,1,0,0
1,705,35,5,0.0,1,133991.11,0.0,0.14285714285714285,20.142857142857142,1,0,0
1,576,41,4,112609.91,1,191035.18,0.5894721066559573,0.0975609756097561,14.048780487804878,0,0,0
1,563,35,2,183572.84,1,66006.75,2.781122233710946,0.05714285714285714,16.085714285714285,1,1,0
1,719,37,9,101455.7,1,25803.59,3.931844367392289,0.24324324324324326,19.43243243243243,1,0,0
1,670,40,3,47364.45,1,148579.43,0.318782014441703,0.075,16.75,1,1,0
1,670,45,9,104930.38,1,155921.81,0.6729679446384057,0.2,14.88888888888889,1,0,0
1,626,38,7,141074.59,1,52795.56,2.6720919334883466,0.18421052631578946,16.473684210526315,1,0,1
1,736,24,0,0.0,2,109355.73,0.0,0.0,30.666666666666668,1,0,0
1,615,36,6,0.0,1,27011.8,0.0,0.16666666666666666,17.083333333333332,1,1,1
1,634,45,2,0.0,4,101039.53,0.0,0.044444444444444446,14.088888888888889,1,0,0
1,666,51,2,148222.65,1,156953.54,0.9443727742617337,0.0392156862745098,13.058823529411764,0,0,1
1,664,44,8,142989.69,1,115452.51,1.2385152128784382,0.18181818181818182,15.090909090909092,1,1,0
1,635,58,1,0.0,1,58907.08,0.0,0.017241379310344827,10.948275862068966,1,1,0
1,537,59,9,0.0,2,103799.77,0.0,0.15254237288135594,9.101694915254237,0,0,1
1,534,52,1,0.0,3,104035.41,0.0,0.019230769230769232,10.26923076923077,1,1,1
1,834,36,8,142882.49,1,89983.02,1.5878828027776795,0.2222222222222222,23.166666666666668,1,0,1
1,797,55,10,0.0,4,49418.87,0.0,0.18181818181818182,14.49090909090909,1,1,0
1,653,51,3,0.0,1,170426.65,0.0,0.058823529411764705,12.803921568627452,1,0,1
1,748,49,7,29602.08,1,163550.58,0.18099648439033358,0.14285714285714285,15.26530612244898,0,0,0
1,708,47,0,126589.12,2,132730.07,0.9537335435745644,0.0,15.063829787234043,0,1,0
1,629,46,1,130666.2,1,161125.67,0.8109583035403358,0.021739130434782608,13.673913043478262,1,1,1
1,687,44,9,0.0,2,103042.2,0.0,0.20454545454545456,15.613636363636363,0,0,0
1,597,60,0,131778.08,1,10703.53,12.311646718419063,0.0,9.95,0,0,0
1,489,51,3,0.0,2,174098.28,0.0,0.058823529411764705,9.588235294117647,0,1,0
1,474,54,3,0.0,1,108409.17,0.0,0.05555555555555555,8.777777777777779,1,0,1
1,683,42,4,148283.94,1,44692.63,3.3178611328086984,0.09523809523809523,16.261904761904763,1,1,0
1,590,54,4,0.0,2,93820.49,0.0,0.07407407407407407,10.925925925925926,1,1,0
1,702,40,1,103549.24,1,9712.52,10.661418457825569,0.025,17.55,0,0,0
1,651,45,2,165901.59,2,23054.51,7.196057951350951,0.044444444444444446,14.466666666666667,1,0,1
1,757,51,1,0.0,1,22835.13,0.0,0.0196078431372549,14.843137254901961,1,1,0
1,708,59,2,0.0,1,179673.11,0.0,0.03389830508474576,12.0,1,0,0
1,785,39,1,130147.98,1,163798.41,0.7945619252348054,0.02564102564102564,20.128205128205128,1,0,0
1,691,41,2,0.0,1,56850.92,0.0,0.04878048780487805,16.853658536585368,1,1,1
1,551,52,1,0.0,1,63584.55,0.0,0.019230769230769232,10.596153846153847,0,0,1
1,745,32,2,0.0,4,179705.13,0.0,0.0625,23.28125,0,1,0
1,531,53,5,127642.44,1,141501.45,0.902057470082462,0.09433962264150944,10.018867924528301,1,0,0
1,516,27,9,0.0,1,142680.64,0.0,0.3333333333333333,19.11111111111111,1,0,1
1,737,54,9,0.0,1,83470.4,0.0,0.16666666666666666,13.648148148148149,1,0,1
1,669,50,4,149713.61,3,124872.42,1.1989325585265345,0.08,13.38,1,1,1
1,803,32,9,192122.84,1,54277.45,3.539643811564471,0.28125,25.09375,1,1,0
1,673,59,0,178058.06,2,21063.71,8.45330950720457,0.0,11.40677966101695,0,1,1
1,540,48,2,109349.29,1,88703.04,1.2327569607535436,0.041666666666666664,11.25,1,0,1
1,748,60,0,152335.7,1,126743.33,1.2019228151887758,0.0,12.466666666666667,1,0,1
1,562,51,1,124662.54,1,65390.46,1.9064331402470636,0.0196078431372549,11.019607843137255,1,1,0
1,717,36,2,99472.76,2,94274.72,1.0551371565993513,0.05555555555555555,19.916666666666668,1,0,0
1,702,26,5,56738.47,2,100442.22,0.5648866582200195,0.19230769230769232,27.0,1,1,1
1,641,40,9,0.0,1,151648.66,0.0,0.225,16.025,0,0,0
1,616,37,5,144235.73,2,154957.66,0.9308073573129589,0.13513513513513514,16.64864864864865,0,0,1
1,546,47,8,0.0,1,66408.01,0.0,0.1702127659574468,11.617021276595745,1,1,0
1,466,41,3,33563.95,2,178994.13,0.18751424976897285,0.07317073170731707,11.365853658536585,1,0,0
1,606,47,3,93578.68,2,137720.56,0.6794822791891058,0.06382978723404255,12.893617021276595,0,1,1
1,794,62,9,123681.32,3,173586.63,0.7125048743673404,0.14516129032258066,12.806451612903226,1,0,0
1,590,43,7,81076.8,2,182627.25,0.4439468918247414,0.16279069767441862,13.720930232558139,1,1,1
1,672,40,3,0.0,1,113171.61,0.0,0.075,16.8,1,0,0
1,556,51,8,61354.14,1,198810.65,0.30860590214860223,0.1568627450980392,10.901960784313726,1,0,0
1,728,37,3,122689.51,2,106977.53,1.1468717776527464,0.08108108108108109,19.675675675675677,0,0,1
1,478,38,4,171913.87,1,51820.87,3.317463986999832,0.10526315789473684,12.578947368421053,1,0,0
1,536,61,8,65190.29,1,64308.49,1.013712030868708,0.13114754098360656,8.78688524590164,1,1,0
1,543,42,4,89838.71,3,85983.54,1.0448361395681083,0.09523809523809523,12.928571428571429,1,0,1
1,688,39,0,0.0,2,53222.15,0.0,0.0,17.641025641025642,1,0,0
1,678,60,8,185648.56,1,192156.54,0.9661318839317152,0.13333333333333333,11.3,0,0,1
1,850,55,10,98488.08,1,155879.57,0.6318216043321135,0.18181818181818182,15.454545454545455,1,0,0
1,698,51,6,144237.91,4,157143.61,0.9178732116437952,0.11764705882352941,13.686274509803921,1,0,0
1,726,29,7,0.0,2,91844.14,0.0,0.2413793103448276,25.03448275862069,1,1,1
1,670,31,2,57530.06,1,181893.31,0.3162846396054918,0.06451612903225806,21.612903225806452,1,1,0
1,683,30,2,0.0,2,100496.84,0.0,0.06666666666666667,22.766666666666666,0,1,0
1,576,24,3,0.0,1,78498.04,0.0,0.125,24.0,0,1,1
1,822,38,6,128289.7,3,9149.96,14.020793533523644,0.15789473684210525,21.63157894736842,1,0,1
1,559,46,5,0.0,1,21006.1,0.0,0.10869565217391304,12.152173913043478,1,0,0
1,678,41,1,143443.61,1,196622.28,0.7295389413651392,0.024390243902439025,16.536585365853657,1,0,0
1,645,68,9,0.0,4,176353.87,0.0,0.1323529411764706,9.485294117647058,1,1,0
1,740,44,9,0.0,1,96528.0,0.0,0.20454545454545456,16.818181818181817,0,1,1
1,799,63,1,110314.21,2,37464.0,2.9445390241298313,0.015873015873015872,12.682539682539682,1,0,0
1,850,47,6,0.0,1,187391.02,0.0,0.1276595744680851,18.085106382978722,1,0,1
1,605,51,9,104760.82,1,165574.54,0.6327109228266616,0.17647058823529413,11.862745098039216,1,1,0
1,534,49,7,0.0,1,13566.48,0.0,0.14285714285714285,10.89795918367347,1,0,0
1,529,43,0,123815.86,1,78463.99,1.5779959698710198,0.0,12.30232558139535,1,1,0
1,530,55,4,120905.03,1,123475.88,0.9791793344578714,0.07272727272727272,9.636363636363637,0,1,0
1,477,57,9,114023.64,2,71167.17,1.6021943826064744,0.15789473684210525,8.368421052631579,1,1,0
1,538,62,3,75051.49,1,17682.02,4.2445088287424175,0.04838709677419355,8.67741935483871,0,0,0
1,682,41,6,0.0,2,134158.09,0.0,0.14634146341463414,16.634146341463413,0,1,1
1,712,33,3,153819.58,1,79176.09,1.9427529194735431,0.09090909090909091,21.575757575757574,1,0,1
1,642,48,9,118317.27,4,78702.98,1.5033391365866962,0.1875,13.375,0,0,1
1,735,38,1,0.0,3,92220.12,0.0,0.02631578947368421,19.342105263157894,0,0,0
1,779,48,2,115290.27,1,98912.69,1.165576125773144,0.041666666666666664,16.229166666666668,0,0,0
1,558,45,1,153697.53,2,89891.4,1.7098135083000154,0.022222222222222223,12.4,0,0,0
1,641,65,6,38340.02,1,32607.77,1.1757939902054018,0.09230769230769231,9.861538461538462,1,0,1
1,678,43,1,133237.21,1,111032.79,1.199980744426939,0.023255813953488372,15.767441860465116,1,0,1
1,737,43,0,80090.93,1,39920.0,2.0062858216432864,0.0,17.13953488372093,1,0,1
1,682,35,2,181166.44,1,63737.19,2.8423976645346305,0.05714285714285714,19.485714285714284,1,1,0
1,688,38,7,148045.68,1,175479.92,0.8436616565587675,0.18421052631578946,18.105263157894736,1,0,1
1,626,43,4,137638.69,1,130442.08,1.0551709233707405,0.09302325581395349,14.55813953488372,1,0,1
1,644,44,5,73348.56,1,157166.79,0.46669248637068933,0.11363636363636363,14.636363636363637,1,0,1
1,546,52,2,0.0,1,137332.37,0.0,0.038461538461538464,10.5,1,0,0
1,667,42,7,0.0,1,108348.94,0.0,0.16666666666666666,15.880952380952381,0,1,1
1,615,61,1,104267.7,1,62845.64,1.659107934933911,0.01639344262295082,10.081967213114755,1,0,0
1,447,41,3,0.0,4,197490.39,0.0,0.07317073170731707,10.902439024390244,1,1,1
1,674,45,7,144889.18,1,102591.9,1.4122867399862953,0.15555555555555556,14.977777777777778,1,1,1
1,829,22,7,150126.44,1,152107.93,0.9869731315126044,0.3181818181818182,37.68181818181818,1,0,0
1,832,61,2,0.0,1,127804.66,0.0,0.03278688524590164,13.639344262295081,0,1,1
1,602,42,10,0.0,2,169921.11,0.0,0.23809523809523808,14.333333333333334,0,0,0
1,625,45,3,0.0,1,184474.15,0.0,0.06666666666666667,13.88888888888889,1,1,0
1,684,60,2,116563.58,1,120257.7,0.9692816343568853,0.03333333333333333,11.4,1,0,1
1,635,27,8,127471.56,1,152916.05,0.8336048439650384,0.2962962962962963,23.51851851851852,1,1,0
1,793,32,2,0.0,2,193817.63,0.0,0.0625,24.78125,1,0,1
1,676,49,1,0.0,1,79342.31,0.0,0.02040816326530612,13.795918367346939,1,0,0
1,517,45,4,0.0,1,172674.36,0.0,0.08888888888888889,11.488888888888889,0,0,0
1,498,46,1,91857.66,1,101954.78,0.9009647218109833,0.021739130434782608,10.826086956521738,1,0,1
1,594,56,7,0.0,1,26215.85,0.0,0.125,10.607142857142858,1,0,0
1,570,30,10,176173.52,1,97045.32,1.8153736831410312,0.3333333333333333,19.0,1,0,0
1,735,53,8,123845.36,2,170454.93,0.7265578062189225,0.1509433962264151,13.867924528301886,0,1,0
1,479,33,2,208165.53,1,50774.81,4.099779595433247,0.06060606060606061,14.515151515151516,0,0,0
1,598,40,9,0.0,1,68462.59,0.0,0.225,14.95,1,0,0
1,732,55,9,136576.02,1,3268.17,41.78975389897098,0.16363636363636364,13.309090909090909,0,1,1
1,443,54,3,138547.97,1,70196.23,1.9737238025460913,0.05555555555555555,8.203703703703704,1,1,0
1,570,29,4,153040.03,1,131363.57,1.1650111975489095,0.13793103448275862,19.655172413793103,1,1,0
1,679,47,10,198546.1,2,191198.92,1.038426890695826,0.2127659574468085,14.446808510638299,1,0,1
1,555,44,3,105770.7,3,60533.96,1.7472952372519492,0.06818181818181818,12.613636363636363,1,0,0
1,751,48,9,0.0,1,137508.42,0.0,0.1875,15.645833333333334,1,0,0
1,595,53,7,0.0,2,41371.68,0.0,0.1320754716981132,11.226415094339623,1,0,0
1,569,41,4,120243.49,1,163150.03,0.7370117553763245,0.0975609756097561,13.878048780487806,1,0,1
1,849,41,6,0.0,2,169203.51,0.0,0.14634146341463414,20.70731707317073,1,1,0
1,748,39,9,132865.56,1,59636.43,2.227926118313923,0.23076923076923078,19.17948717948718,1,1,0
1,598,48,6,120682.53,1,30635.52,3.939300850777137,0.125,12.458333333333334,1,0,1
1,537,38,10,0.0,1,52337.97,0.0,0.2631578947368421,14.131578947368421,0,0,0
1,668,53,10,110240.04,1,183980.56,0.5991939583182049,0.18867924528301888,12.60377358490566,0,0,0
1,629,37,10,99546.25,3,25136.95,3.960156263985885,0.2702702702702703,17.0,0,1,0
1,775,30,5,0.0,1,193880.6,0.0,0.16666666666666666,25.833333333333332,1,0,0
1,786,33,0,83036.05,1,154990.58,0.535749011327011,0.0,23.818181818181817,0,1,0
1,659,44,9,23503.31,1,169862.01,0.1383670780770815,0.20454545454545456,14.977272727272727,0,1,0
1,633,47,0,0.0,1,6342.84,0.0,0.0,13.46808510638298,1,1,0
1,526,52,8,93590.47,1,21228.71,4.408674384830732,0.15384615384615385,10.115384615384615,0,1,1
1,561,27,9,135637.0,1,153080.4,0.8860507288980171,0.3333333333333333,20.77777777777778,1,0,0
1,627,44,5,0.0,2,82969.61,0.0,0.11363636363636363,14.25,1,0,0
1,619,44,3,116967.68,1,5075.17,23.047046699913498,0.06818181818181818,14.068181818181818,1,0,1
1,686,60,9,0.0,3,75246.21,0.0,0.15,11.433333333333334,1,1,1
1,652,51,3,0.0,1,173989.47,0.0,0.058823529411764705,12.784313725490197,1,0,0
1,477,47,9,144900.58,1,61315.37,2.363201592031492,0.19148936170212766,10.148936170212766,1,0,1
1,618,37,5,0.0,1,178705.45,0.0,0.13513513513513514,16.7027027027027,0,1,1
1,497,29,4,85646.81,1,63233.02,1.3544633800504864,0.13793103448275862,17.137931034482758,0,0,0
1,690,40,9,77641.99,1,189051.59,0.41069207616820363,0.225,17.25,0,0,0
1,513,45,0,164649.52,3,49915.52,3.2985636531483595,0.0,11.4,1,0,0
1,633,40,4,150578.0,1,34670.62,4.343100873304255,0.1,15.825,0,1,1
1,609,37,1,39344.83,1,178291.89,0.2206764985216097,0.02702702702702703,16.45945945945946,1,1,1
1,513,44,1,63562.02,2,52629.73,1.2077208072319578,0.022727272727272728,11.659090909090908,0,1,1
1,747,49,6,202904.64,1,17298.72,11.729459751935403,0.12244897959183673,15.244897959183673,1,1,1
1,511,46,1,0.0,1,115779.48,0.0,0.021739130434782608,11.108695652173912,1,1,0
1,596,33,8,0.0,1,121189.3,0.0,0.24242424242424243,18.060606060606062,1,0,1
1,714,52,2,0.0,1,144045.08,0.0,0.038461538461538464,13.73076923076923,0,1,0
1,844,41,10,76319.64,1,141175.18,0.540602392006867,0.24390243902439024,20.585365853658537,1,1,0
1,700,46,5,95872.86,1,98273.01,0.9755767122631128,0.10869565217391304,15.217391304347826,1,0,1
1,692,33,9,0.0,1,113505.93,0.0,0.2727272727272727,20.96969696969697,1,0,1
1,562,37,2,0.0,1,52525.15,0.0,0.05405405405405406,15.18918918918919,0,1,1
1,743,43,5,0.0,2,113079.19,0.0,0.11627906976744186,17.27906976744186,0,0,1
1,790,47,10,148636.21,1,16119.96,9.220631440772806,0.2127659574468085,16.80851063829787,0,1,0
1,540,31,7,0.0,1,183051.6,0.0,0.22580645161290322,17.419354838709676,0,1,0
1,669,50,9,201009.64,1,158032.5,1.2719512758451585,0.18,13.38,1,0,1
1,628,50,4,143054.56,1,109608.81,1.3051374246285494,0.08,12.56,0,1,0
1,546,34,4,165363.31,2,25744.13,6.423340388663357,0.11764705882352941,16.058823529411764,1,1,1
1,697,45,1,0.0,2,46807.62,0.0,0.022222222222222223,15.488888888888889,1,0,0
1,720,44,3,86102.27,1,180134.88,0.477987772273754,0.06818181818181818,16.363636363636363,1,0,1
1,595,46,10,0.0,1,73489.15,0.0,0.21739130434782608,12.934782608695652,1,0,1
1,747,40,3,0.0,1,57817.84,0.0,0.075,18.675,0,0,0
1,477,22,5,82559.42,2,163112.9,0.5061489312004139,0.22727272727272727,21.681818181818183,0,0,1
1,850,49,6,128663.9,1,65769.3,1.9562911571204191,0.12244897959183673,17.346938775510203,1,0,1
1,505,36,2,79951.9,1,174123.16,0.45916867118653254,0.05555555555555555,14.027777777777779,0,1,0
1,646,50,0,104129.24,2,181794.86,0.5727842910410119,0.0,12.92,1,0,1
1,558,41,6,0.0,1,143585.29,0.0,0.14634146341463414,13.609756097560975,1,1,0
1,628,31,5,0.0,1,147963.07,0.0,0.16129032258064516,20.258064516129032,0,0,0
1,517,56,9,142147.32,1,39488.04,3.5997562806358583,0.16071428571428573,9.232142857142858,0,0,1
1,562,57,3,0.0,3,6554.97,0.0,0.05263157894736842,9.859649122807017,1,0,0
1,586,46,0,0.0,3,131553.82,0.0,0.0,12.73913043478261,0,1,0
1,752,41,8,0.0,2,139844.04,0.0,0.1951219512195122,18.341463414634145,1,0,0
1,745,36,9,0.0,1,19605.18,0.0,0.25,20.694444444444443,1,0,0
1,619,55,0,0.0,3,60810.64,0.0,0.0,11.254545454545454,0,0,0
1,842,37,4,132446.08,2,87071.18,1.5211242112487737,0.10810810810810811,22.756756756756758,1,0,0
1,707,57,1,92053.0,1,164064.44,0.5610783177634349,0.017543859649122806,12.403508771929825,1,1,0
1,618,42,2,0.0,4,111097.39,0.0,0.047619047619047616,14.714285714285714,0,0,0
1,604,53,2,121389.78,1,48201.64,2.5183744785447133,0.03773584905660377,11.39622641509434,1,1,0
1,473,39,9,117103.26,2,85937.52,1.3626557992364685,0.23076923076923078,12.128205128205128,1,1,0
1,656,48,9,0.0,2,85240.61,0.0,0.1875,13.666666666666666,1,1,0
1,469,48,5,0.0,1,160529.71,0.0,0.10416666666666667,9.770833333333334,1,0,0
1,535,38,2,119272.29,1,195896.59,0.608853324093084,0.05263157894736842,14.078947368421053,0,0,1
1,585,55,10,106415.57,3,122960.98,0.8654417848654102,0.18181818181818182,10.636363636363637,1,1,1
1,760,38,6,162888.73,1,91098.76,1.7880455233419206,0.15789473684210525,20.0,1,0,1
1,568,44,7,0.0,2,62370.67,0.0,0.1590909090909091,12.909090909090908,0,0,0
1,559,50,5,162702.35,1,150548.5,1.0807304622762766,0.1,11.18,0,0,1
1,608,56,10,129255.2,2,142492.04,0.9071047056382938,0.17857142857142858,10.857142857142858,1,0,0
1,802,39,7,120145.96,2,59497.01,2.01936130908091,0.1794871794871795,20.564102564102566,0,1,0
1,718,49,10,0.0,1,184474.72,0.0,0.20408163265306123,14.653061224489797,1,0,0
1,600,37,4,0.0,3,7312.25,0.0,0.10810810810810811,16.216216216216218,1,0,0
1,622,41,2,127087.06,1,102402.91,1.2410493022122124,0.04878048780487805,15.170731707317072,1,0,1
1,610,57,7,72092.95,4,113228.82,0.6367014157702958,0.12280701754385964,10.701754385964913,0,1,0
1,651,35,0,181821.96,2,36923.67,4.924265653982933,0.0,18.6,0,1,1
1,490,39,1,0.0,3,171060.01,0.0,0.02564102564102564,12.564102564102564,1,0,1
1,649,56,8,156974.26,1,89405.26,1.7557609026583,0.14285714285714285,11.589285714285714,1,0,0
